item1,item2,value1,value2,value3,value4,value5,value6,value7,value8
"109年 8月",總計,1859,1536,301,21,1,0,0,1.18
"109年 7月",連江縣,31,29,2,0,0,0,0,0
"109年 7月",金門縣,31,28,3,0,0,0,0,0
"109年 7月",嘉義市,31,30,1,0,0,0,0,0
"109年 7月",新竹市,31,28,2,0,0,1,0,3.23
"109年 7月",基隆市,31,28,3,0,0,0,0,0
"109年 7月",澎湖縣,31,31,0,0,0,0,0,0
"109年 7月",花蓮縣,31,31,0,0,0,0,0,0
"109年 7月",臺東縣,31,31,0,0,0,0,0,0
"109年 7月",屏東縣,93,87,6,0,0,0,0,0
"109年 7月",嘉義縣,62,59,3,0,0,0,0,0
"109年 7月",雲林縣,62,58,3,1,0,0,0,1.61
"109年 7月",南投縣,62,57,5,0,0,0,0,0
"109年 7月",彰化縣,62,58,4,0,0,0,0,0
"109年 7月",苗栗縣,62,60,1,1,0,0,0,1.61
"109年 7月",新竹縣,62,53,6,1,2,0,0,4.84
"109年 7月",宜蘭縣,62,62,0,0,0,0,0,0
"109年 7月",高雄市,248,224,24,0,0,0,0,0
"109年 7月",臺南市,124,116,8,0,0,0,0,0
"109年 7月",臺中市,155,145,9,1,0,0,0,0.65
"109年 7月",桃園市,124,111,7,5,1,0,0,4.84
"109年 7月",臺北市,155,130,22,2,1,0,0,1.94
"109年 7月",新北市,279,227,46,5,1,0,0,2.15
"109年 7月",總計,1860,1683,155,16,5,1,0,1.18
"109年 6月",連江縣,30,26,4,0,0,0,0,0
"109年 6月",金門縣,30,30,0,0,0,0,0,0
"109年 6月",嘉義市,30,29,1,0,0,0,0,0
"109年 6月",新竹市,30,30,0,0,0,0,0,0
"109年 6月",基隆市,30,23,7,0,0,0,0,0
"109年 6月",澎湖縣,30,30,0,0,0,0,0,0
"109年 6月",花蓮縣,30,30,0,0,0,0,0,0
"109年 6月",臺東縣,30,30,0,0,0,0,0,0
"109年 6月",屏東縣,90,89,1,0,0,0,0,0
"109年 6月",嘉義縣,60,59,1,0,0,0,0,0
"109年 6月",雲林縣,60,59,1,0,0,0,0,0
"109年 6月",南投縣,60,59,1,0,0,0,0,0
"109年 6月",彰化縣,60,59,1,0,0,0,0,0
"109年 6月",苗栗縣,60,60,0,0,0,0,0,0
"109年 6月",新竹縣,60,59,1,0,0,0,0,0
"109年 6月",宜蘭縣,60,60,0,0,0,0,0,0
"109年 6月",高雄市,240,238,2,0,0,0,0,0
"109年 6月",臺南市,120,117,3,0,0,0,0,0
"109年 6月",臺中市,150,148,2,0,0,0,0,0
"109年 6月",桃園市,120,118,2,0,0,0,0,0
"109年 6月",臺北市,150,125,24,1,0,0,0,0.67
"109年 6月",新北市,270,211,54,5,0,0,0,1.85
"109年 6月",總計,1800,1689,105,6,0,0,0,0.33
"109年 5月",連江縣,31,6,17,7,1,0,0,25.81
"109年 5月",金門縣,31,12,15,3,1,0,0,12.9
"109年 5月",嘉義市,31,22,9,0,0,0,0,0
"109年 5月",新竹市,31,21,8,2,0,0,0,6.45
"109年 5月",基隆市,31,21,8,2,0,0,0,6.45
"109年 5月",澎湖縣,31,20,9,1,1,0,0,6.45
"109年 5月",花蓮縣,31,27,3,1,0,0,0,3.23
"109年 5月",臺東縣,31,29,1,1,0,0,0,3.23
"109年 5月",屏東縣,93,77,10,6,0,0,0,6.45
"109年 5月",嘉義縣,62,45,15,2,0,0,0,3.23
"109年 5月",雲林縣,62,42,17,2,1,0,0,4.84
"109年 5月",南投縣,62,40,20,1,1,0,0,3.23
"109年 5月",彰化縣,62,48,12,2,0,0,0,3.23
"109年 5月",苗栗縣,62,49,13,0,0,0,0,0
"109年 5月",新竹縣,62,40,17,3,2,0,0,8.06
"109年 5月",宜蘭縣,62,53,8,1,0,0,0,1.61
"109年 5月",高雄市,248,192,42,13,1,0,0,5.65
"109年 5月",臺南市,124,96,24,4,0,0,0,3.23
"109年 5月",臺中市,155,107,40,7,1,0,0,5.16
"109年 5月",桃園市,124,86,30,5,2,1,0,6.45
"109年 5月",臺北市,155,108,34,11,2,0,0,8.39
"109年 5月",新北市,279,183,65,23,8,0,0,11.11
"109年 5月",總計,1860,1324,417,97,21,1,0,6.4
"109年 4月",連江縣,30,0,16,10,4,0,0,46.67
"109年 4月",金門縣,30,0,19,8,3,0,0,36.67
"109年 4月",嘉義市,30,1,25,4,0,0,0,13.33
"109年 4月",新竹市,30,6,18,6,0,0,0,20
"109年 4月",基隆市,30,7,18,5,0,0,0,16.67
"109年 4月",澎湖縣,30,1,16,12,1,0,0,43.33
"109年 4月",花蓮縣,30,15,13,2,0,0,0,6.67
"109年 4月",臺東縣,30,23,7,0,0,0,0,0
"109年 4月",屏東縣,90,6,43,28,13,0,0,45.56
"109年 4月",嘉義縣,60,1,40,18,1,0,0,31.67
"109年 4月",雲林縣,60,1,37,18,4,0,0,36.67
"109年 4月",南投縣,60,1,39,16,4,0,0,33.33
"109年 4月",彰化縣,60,17,37,6,0,0,0,10
"109年 4月",苗栗縣,60,25,34,1,0,0,0,1.67
"109年 4月",新竹縣,60,11,36,9,4,0,0,21.67
"109年 4月",宜蘭縣,60,29,27,4,0,0,0,6.67
"109年 4月",高雄市,240,11,123,95,11,0,0,44.17
"109年 4月",臺南市,120,4,77,39,0,0,0,32.5
"109年 4月",臺中市,150,36,89,23,2,0,0,16.67
"109年 4月",桃園市,120,35,69,11,5,0,0,13.33
"109年 4月",臺北市,150,47,84,16,3,0,0,12.67
"109年 4月",新北市,270,82,138,40,10,0,0,18.52
"109年 4月",總計,1800,359,1005,371,65,0,0,24.22
"109年 3月",連江縣,31,7,20,4,0,0,0,12.9
"109年 3月",金門縣,31,4,22,3,2,0,0,16.13
"109年 3月",嘉義市,31,5,19,7,0,0,0,22.58
"109年 3月",新竹市,31,11,20,0,0,0,0,0
"109年 3月",基隆市,31,15,14,2,0,0,0,6.45
"109年 3月",澎湖縣,31,10,19,2,0,0,0,6.45
"109年 3月",花蓮縣,31,25,6,0,0,0,0,0
"109年 3月",臺東縣,31,30,1,0,0,0,0,0
"109年 3月",屏東縣,93,27,51,13,2,0,0,16.13
"109年 3月",嘉義縣,62,7,42,13,0,0,0,20.97
"109年 3月",雲林縣,62,7,38,17,0,0,0,27.42
"109年 3月",南投縣,62,7,34,21,0,0,0,33.87
"109年 3月",彰化縣,62,16,42,4,0,0,0,6.45
"109年 3月",苗栗縣,62,20,41,1,0,0,0,1.61
"109年 3月",新竹縣,62,21,39,2,0,0,0,3.23
"109年 3月",宜蘭縣,62,41,20,1,0,0,0,1.61
"109年 3月",高雄市,248,13,180,53,2,0,0,22.18
"109年 3月",臺南市,124,12,86,26,0,0,0,20.97
"109年 3月",臺中市,155,29,109,16,1,0,0,10.97
"109年 3月",桃園市,124,48,68,8,0,0,0,6.45
"109年 3月",臺北市,155,72,79,4,0,0,0,2.58
"109年 3月",新北市,279,132,132,15,0,0,0,5.38
"109年 3月",總計,1860,559,1082,212,7,0,0,11.77
"109年 2月",連江縣,29,7,17,5,0,0,0,17.24
"109年 2月",金門縣,29,10,14,5,0,0,0,17.24
"109年 2月",嘉義市,29,2,18,9,0,0,0,31.03
"109年 2月",新竹市,29,14,15,0,0,0,0,0
"109年 2月",基隆市,29,19,10,0,0,0,0,0
"109年 2月",澎湖縣,29,13,15,1,0,0,0,3.45
"109年 2月",花蓮縣,29,28,1,0,0,0,0,0
"109年 2月",臺東縣,29,28,1,0,0,0,0,0
"109年 2月",屏東縣,87,36,28,22,1,0,0,26.44
"109年 2月",嘉義縣,58,6,38,14,0,0,0,24.14
"109年 2月",雲林縣,58,6,36,14,2,0,0,27.59
"109年 2月",南投縣,58,6,39,13,0,0,0,22.41
"109年 2月",彰化縣,58,18,30,9,1,0,0,17.24
"109年 2月",苗栗縣,58,28,27,3,0,0,0,5.17
"109年 2月",新竹縣,58,24,32,2,0,0,0,3.45
"109年 2月",宜蘭縣,58,46,12,0,0,0,0,0
"109年 2月",高雄市,232,31,154,47,0,0,0,20.26
"109年 2月",臺南市,116,7,80,29,0,0,0,25
"109年 2月",臺中市,145,41,86,18,0,0,0,12.41
"109年 2月",桃園市,116,45,65,6,0,0,0,5.17
"109年 2月",臺北市,145,75,70,0,0,0,0,0
"109年 2月",新北市,261,129,126,6,0,0,0,2.3
"109年 2月",總計,1740,619,914,203,4,0,0,11.9
"109年 1月",連江縣,31,14,11,6,0,0,0,19.35
"109年 1月",金門縣,31,8,18,3,2,0,0,16.13
"109年 1月",嘉義市,31,4,19,8,0,0,0,25.81
"109年 1月",新竹市,31,10,19,2,0,0,0,6.45
"109年 1月",基隆市,31,16,15,0,0,0,0,0
"109年 1月",澎湖縣,31,19,10,2,0,0,0,6.45
"109年 1月",花蓮縣,31,28,3,0,0,0,0,0
"109年 1月",臺東縣,31,28,3,0,0,0,0,0
"109年 1月",屏東縣,93,32,45,15,1,0,0,17.2
"109年 1月",嘉義縣,62,15,38,9,0,0,0,14.52
"109年 1月",雲林縣,62,13,35,13,1,0,0,22.58
"109年 1月",南投縣,62,12,42,8,0,0,0,12.9
"109年 1月",彰化縣,62,19,32,11,0,0,0,17.74
"109年 1月",苗栗縣,62,20,37,5,0,0,0,8.06
"109年 1月",新竹縣,62,25,34,3,0,0,0,4.84
"109年 1月",宜蘭縣,62,53,9,0,0,0,0,0
"109年 1月",高雄市,248,30,144,74,0,0,0,29.84
"109年 1月",臺南市,124,17,79,28,0,0,0,22.58
"109年 1月",臺中市,155,46,83,26,0,0,0,16.77
"109年 1月",桃園市,124,46,66,12,0,0,0,9.68
"109年 1月",臺北市,155,79,75,1,0,0,0,0.65
"109年 1月",新北市,279,151,123,5,0,0,0,1.79
"109年 1月",總計,1860,685,940,231,4,0,0,12.63
109年,連江縣,366,132,163,57,14,0,0,19.4
109年,金門縣,366,147,166,44,9,0,0,14.48
109年,嘉義市,366,131,186,48,1,0,0,13.39
109年,新竹市,366,226,121,16,2,1,0,5.19
109年,基隆市,366,240,114,12,0,0,0,3.28
109年,澎湖縣,366,222,120,22,2,0,0,6.56
109年,花蓮縣,366,323,40,3,0,0,0,0.82
109年,臺東縣,366,342,23,1,0,0,0,0.27
109年,屏東縣,1098,550,350,170,28,0,0,18.03
109年,嘉義縣,732,300,337,90,5,0,0,12.98
109年,雲林縣,732,284,319,108,19,2,0,17.62
109年,南投縣,732,278,321,118,15,0,0,18.17
109年,彰化縣,732,384,294,51,3,0,0,7.38
109年,苗栗縣,732,483,231,16,2,0,0,2.46
109年,新竹縣,732,444,246,30,12,0,0,5.74
109年,宜蘭縣,732,625,99,8,0,0,0,1.09
109年,高雄市,2928,994,1325,573,35,1,0,20.8
109年,臺南市,1464,547,688,224,5,0,0,15.64
109年,臺中市,1830,952,721,144,10,3,0,8.58
109年,桃園市,1463,939,445,64,12,3,0,5.4
109年,臺北市,1830,1240,530,48,12,0,0,3.28
109年,新北市,3294,2123,1007,126,38,0,0,4.98
109年,總計,21959,11906,7846,1973,224,10,0,10.05
"108年 12月",連江縣,31,10,17,4,0,0,0,12.9
"108年 12月",金門縣,31,5,22,4,0,0,0,12.9
"108年 12月",嘉義市,31,8,21,2,0,0,0,6.45
"108年 12月",新竹市,31,18,13,0,0,0,0,0
"108年 12月",基隆市,31,23,8,0,0,0,0,0
"108年 12月",澎湖縣,31,18,12,1,0,0,0,3.23
"108年 12月",花蓮縣,31,30,1,0,0,0,0,0
"108年 12月",臺東縣,31,29,2,0,0,0,0,0
"108年 12月",屏東縣,93,31,54,8,0,0,0,8.6
"108年 12月",嘉義縣,62,18,42,2,0,0,0,3.23
"108年 12月",雲林縣,61,17,40,4,0,0,0,6.56
"108年 12月",南投縣,62,14,47,1,0,0,0,1.61
"108年 12月",彰化縣,62,28,34,0,0,0,0,0
"108年 12月",苗栗縣,62,37,25,0,0,0,0,0
"108年 12月",新竹縣,62,42,20,0,0,0,0,0
"108年 12月",宜蘭縣,62,57,5,0,0,0,0,0
"108年 12月",高雄市,248,25,196,27,0,0,0,10.89
"108年 12月",臺南市,124,31,86,7,0,0,0,5.65
"108年 12月",臺中市,155,68,85,2,0,0,0,1.29
"108年 12月",桃園市,124,81,43,0,0,0,0,0
"108年 12月",臺北市,155,111,44,0,0,0,0,0
"108年 12月",新北市,279,198,81,0,0,0,0,0
"108年 12月",總計,1859,899,898,62,0,0,0,3.34
"108年 11月",連江縣,30,10,11,5,4,0,0,30
"108年 11月",金門縣,30,5,17,7,1,0,0,26.67
"108年 11月",嘉義市,30,2,22,5,1,0,0,20
"108年 11月",新竹市,30,17,10,3,0,0,0,10
"108年 11月",基隆市,30,17,11,2,0,0,0,6.67
"108年 11月",澎湖縣,30,13,13,3,1,0,0,13.33
"108年 11月",花蓮縣,30,24,6,0,0,0,0,0
"108年 11月",臺東縣,30,26,4,0,0,0,0,0
"108年 11月",屏東縣,90,19,29,34,8,0,0,46.67
"108年 11月",嘉義縣,60,8,41,9,2,0,0,18.33
"108年 11月",雲林縣,60,9,33,14,4,0,0,30
"108年 11月",南投縣,60,10,34,14,2,0,0,26.67
"108年 11月",彰化縣,60,24,32,4,0,0,0,6.67
"108年 11月",苗栗縣,60,33,25,2,0,0,0,3.33
"108年 11月",新竹縣,60,33,21,6,0,0,0,10
"108年 11月",宜蘭縣,60,48,12,0,0,0,0,0
"108年 11月",高雄市,240,0,121,103,16,0,0,49.58
"108年 11月",臺南市,120,0,83,34,3,0,0,30.83
"108年 11月",臺中市,150,63,73,7,7,0,0,9.33
"108年 11月",桃園市,120,79,35,5,1,0,0,5
"108年 11月",臺北市,150,98,48,4,0,0,0,2.67
"108年 11月",新北市,270,173,87,9,1,0,0,3.7
"108年 11月",總計,1800,711,768,270,51,0,0,17.83
"108年 10月",連江縣,31,4,10,15,2,0,0,54.84
"108年 10月",金門縣,31,0,15,12,4,0,0,51.61
"108年 10月",嘉義市,31,1,15,15,0,0,0,48.39
"108年 10月",新竹市,31,9,16,5,1,0,0,19.35
"108年 10月",基隆市,31,13,16,2,0,0,0,6.45
"108年 10月",澎湖縣,31,1,24,5,1,0,0,19.35
"108年 10月",花蓮縣,31,19,11,1,0,0,0,3.23
"108年 10月",臺東縣,31,26,5,0,0,0,0,0
"108年 10月",屏東縣,93,21,34,24,13,1,0,40.86
"108年 10月",嘉義縣,62,3,26,31,2,0,0,53.23
"108年 10月",雲林縣,58,6,24,24,4,0,0,48.28
"108年 10月",南投縣,62,3,25,32,2,0,0,54.84
"108年 10月",彰化縣,62,10,37,13,2,0,0,24.19
"108年 10月",苗栗縣,62,14,40,8,0,0,0,12.9
"108年 10月",新竹縣,62,17,32,11,2,0,0,20.97
"108年 10月",宜蘭縣,62,44,17,1,0,0,0,1.61
"108年 10月",高雄市,248,7,131,72,38,0,0,44.35
"108年 10月",臺南市,124,4,47,66,7,0,0,58.87
"108年 10月",臺中市,155,25,74,51,5,0,0,36.13
"108年 10月",桃園市,124,54,54,14,2,0,0,12.9
"108年 10月",臺北市,155,90,48,16,1,0,0,10.97
"108年 10月",新北市,279,137,110,28,4,0,0,11.47
"108年 10月",總計,1856,508,811,446,90,1,0,28.93
"108年 9月",連江縣,30,8,9,10,3,0,0,43.33
"108年 9月",金門縣,29,9,6,8,6,0,0,48.28
"108年 9月",嘉義市,30,7,14,7,2,0,0,30
"108年 9月",新竹市,30,14,12,4,0,0,0,13.33
"108年 9月",基隆市,24,20,4,0,0,0,0,0
"108年 9月",澎湖縣,30,17,9,2,2,0,0,13.33
"108年 9月",花蓮縣,30,30,0,0,0,0,0,0
"108年 9月",臺東縣,30,28,2,0,0,0,0,0
"108年 9月",屏東縣,90,38,26,15,11,0,0,28.89
"108年 9月",嘉義縣,60,13,34,12,1,0,0,21.67
"108年 9月",雲林縣,60,12,33,12,3,0,0,25
"108年 9月",南投縣,60,13,27,15,5,0,0,33.33
"108年 9月",彰化縣,60,16,37,7,0,0,0,11.67
"108年 9月",苗栗縣,59,23,34,2,0,0,0,3.39
"108年 9月",新竹縣,60,33,19,7,1,0,0,13.33
"108年 9月",宜蘭縣,60,51,9,0,0,0,0,0
"108年 9月",高雄市,240,75,75,65,24,1,0,37.5
"108年 9月",臺南市,114,24,58,26,6,0,0,28.07
"108年 9月",臺中市,150,49,76,24,1,0,0,16.67
"108年 9月",桃園市,120,78,37,5,0,0,0,4.17
"108年 9月",臺北市,150,128,19,3,0,0,0,2
"108年 9月",新北市,266,195,67,4,0,0,0,1.5
"108年 9月",總計,1782,881,607,228,65,1,0,16.5
"108年 8月",連江縣,31,14,11,4,2,0,0,19.35
"108年 8月",金門縣,31,13,17,1,0,0,0,3.23
"108年 8月",嘉義市,31,21,10,0,0,0,0,0
"108年 8月",新竹市,25,21,3,1,0,0,0,4
"108年 8月",基隆市,31,26,4,1,0,0,0,3.23
"108年 8月",澎湖縣,31,27,3,0,1,0,0,3.23
"108年 8月",花蓮縣,31,27,4,0,0,0,0,0
"108年 8月",臺東縣,31,31,0,0,0,0,0,0
"108年 8月",屏東縣,93,72,17,3,1,0,0,4.3
"108年 8月",嘉義縣,62,42,19,1,0,0,0,1.61
"108年 8月",雲林縣,62,38,23,1,0,0,0,1.61
"108年 8月",南投縣,62,36,19,7,0,0,0,11.29
"108年 8月",彰化縣,62,39,21,2,0,0,0,3.23
"108年 8月",苗栗縣,62,40,21,1,0,0,0,1.61
"108年 8月",新竹縣,62,47,11,3,1,0,0,6.45
"108年 8月",宜蘭縣,62,53,9,0,0,0,0,0
"108年 8月",高雄市,248,179,69,0,0,0,0,0
"108年 8月",臺南市,124,85,38,1,0,0,0,0.81
"108年 8月",臺中市,155,101,43,11,0,0,0,7.1
"108年 8月",桃園市,124,88,31,3,2,0,0,4.03
"108年 8月",臺北市,155,132,23,0,0,0,0,0
"108年 8月",新北市,272,219,51,2,0,0,0,0.74
"108年 8月",總計,1847,1351,447,42,7,0,0,2.65
"108年 7月",連江縣,31,25,6,0,0,0,0,0
"108年 7月",金門縣,31,23,8,0,0,0,0,0
"108年 7月",嘉義市,31,28,2,1,0,0,0,3.23
"108年 7月",新竹市,31,29,2,0,0,0,0,0
"108年 7月",基隆市,31,30,1,0,0,0,0,0
"108年 7月",澎湖縣,31,31,0,0,0,0,0,0
"108年 7月",花蓮縣,31,31,0,0,0,0,0,0
"108年 7月",臺東縣,31,31,0,0,0,0,0,0
"108年 7月",屏東縣,86,75,8,3,0,0,0,3.49
"108年 7月",嘉義縣,62,53,8,1,0,0,0,1.61
"108年 7月",雲林縣,62,48,12,1,1,0,0,3.23
"108年 7月",南投縣,53,42,9,1,1,0,0,3.77
"108年 7月",彰化縣,60,45,14,1,0,0,0,1.67
"108年 7月",苗栗縣,62,54,8,0,0,0,0,0
"108年 7月",新竹縣,62,53,7,2,0,0,0,3.23
"108年 7月",宜蘭縣,62,57,5,0,0,0,0,0
"108年 7月",高雄市,242,219,23,0,0,0,0,0
"108年 7月",臺南市,122,100,22,0,0,0,0,0
"108年 7月",臺中市,154,127,22,1,3,1,0,3.25
"108年 7月",桃園市,116,96,19,1,0,0,0,0.86
"108年 7月",臺北市,155,130,24,1,0,0,0,0.65
"108年 7月",新北市,266,218,47,1,0,0,0,0.38
"108年 7月",總計,1812,1545,247,14,5,1,0,1.1
"108年 6月",連江縣,30,12,16,1,1,0,0,6.67
"108年 6月",金門縣,30,23,5,2,0,0,0,6.67
"108年 6月",嘉義市,30,28,0,2,0,0,0,6.67
"108年 6月",新竹市,30,26,2,0,2,0,0,6.67
"108年 6月",基隆市,30,27,2,0,1,0,0,3.33
"108年 6月",澎湖縣,30,26,2,1,1,0,0,6.67
"108年 6月",花蓮縣,30,28,1,1,0,0,0,3.33
"108年 6月",臺東縣,30,29,1,0,0,0,0,0
"108年 6月",屏東縣,83,75,7,1,0,0,0,1.2
"108年 6月",嘉義縣,60,55,1,3,1,0,0,6.67
"108年 6月",雲林縣,52,46,2,1,3,0,0,7.69
"108年 6月",南投縣,60,55,3,2,0,0,0,3.33
"108年 6月",彰化縣,60,53,3,2,2,0,0,6.67
"108年 6月",苗栗縣,60,55,1,3,1,0,0,6.67
"108年 6月",新竹縣,59,51,4,2,2,0,0,6.78
"108年 6月",宜蘭縣,54,48,4,1,1,0,0,3.7
"108年 6月",高雄市,240,224,11,5,0,0,0,2.08
"108年 6月",臺南市,120,108,4,8,0,0,0,6.67
"108年 6月",臺中市,150,131,9,5,5,0,0,6.67
"108年 6月",桃園市,120,97,15,6,2,0,0,6.67
"108年 6月",臺北市,142,104,33,4,1,0,0,3.52
"108年 6月",新北市,267,196,56,13,2,0,0,5.62
"108年 6月",總計,1767,1497,182,63,25,0,0,4.98
"108年 5月",連江縣,31,1,15,13,2,0,0,48.39
"108年 5月",金門縣,31,4,21,6,0,0,0,19.35
"108年 5月",嘉義市,31,10,20,1,0,0,0,3.23
"108年 5月",新竹市,31,16,12,2,1,0,0,9.68
"108年 5月",基隆市,31,14,17,0,0,0,0,0
"108年 5月",澎湖縣,31,8,17,5,1,0,0,19.35
"108年 5月",花蓮縣,31,25,4,2,0,0,0,6.45
"108年 5月",臺東縣,31,30,1,0,0,0,0,0
"108年 5月",屏東縣,93,42,38,13,0,0,0,13.98
"108年 5月",嘉義縣,62,17,42,3,0,0,0,4.84
"108年 5月",雲林縣,62,19,36,6,1,0,0,11.29
"108年 5月",南投縣,62,29,31,2,0,0,0,3.23
"108年 5月",彰化縣,62,16,41,5,0,0,0,8.06
"108年 5月",苗栗縣,62,25,35,2,0,0,0,3.23
"108年 5月",新竹縣,62,23,33,5,1,0,0,9.68
"108年 5月",宜蘭縣,55,42,13,0,0,0,0,0
"108年 5月",高雄市,248,94,113,36,5,0,0,16.53
"108年 5月",臺南市,124,41,59,20,4,0,0,19.35
